Breed,Category,Weight_kg,Age_months,Milk_L_per_day,BCS,Activity_Level,Health_Status,DMI_kg_per_day,CrudeProtein_pct_DM,TDN_pct_DM,CrudeProtein_kg_per_day,TDN_kg_per_day,Calcium_g_per_day,Phosphorus_g_per_day,Water_L_per_day,Special_Care_Notes
Konkan Kapila,Dairy Dry,150.1,88,0.0,3.9,Low,FMD,2.26,13.5,63.0,0.31,1.42,9.5,6.3,12.0,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Konkan Kapila,Growing/Heifer,100.6,16,0.0,2.4,Medium,Normal,2.82,16.0,68.0,0.45,1.92,6.0,4.0,8.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Konkan Kapila,Dairy Lactating,240.4,115,4.4,2.8,Medium,FMD,6.14,18.3,73.7,1.12,4.53,31.3,20.3,32.4,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Konkan Kapila,Growing/Heifer,134.9,20,0.0,2.0,Medium,Normal,3.79,16.0,68.0,0.61,2.58,8.1,5.4,10.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Konkan Kapila,Growing/Heifer,93.9,23,0.0,3.0,High,Ringworm,2.5,15.5,65.0,0.39,1.62,6.5,4.1,12.5,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Kosali,Dairy Dry,213.2,118,0.0,2.6,Medium,Lumpy Skin Disease,3.75,15.0,62.0,0.56,2.33,14.1,9.0,17.1,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Kosali,Calf,37.8,1,0.0,2.2,Medium,Lumpy Skin Disease,1.0,23.5,77.0,0.23,0.77,2.5,1.6,3.0,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Kosali,Growing/Heifer,96.7,11,0.0,2.9,Low,Normal,2.39,15.0,65.0,0.36,1.55,5.8,3.9,7.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Kosali,Growing/Heifer,187.8,11,0.0,2.7,Low,Ringworm,4.41,15.5,65.0,0.68,2.87,13.0,8.3,15.0,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Kosali,Growing/Heifer,139.7,10,0.0,3.4,Medium,Normal,3.63,15.0,65.0,0.54,2.36,8.4,5.6,11.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Kosali,Dairy Lactating,208.4,112,5.4,3.2,Medium,Lumpy Skin Disease,6.3,19.8,72.8,1.25,4.59,34.5,21.2,32.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Kosali,Draft/Working Bullock,284.8,27,0.0,3.5,Medium,Normal,6.84,11.5,63.0,0.79,4.31,17.1,11.4,22.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Kosali,Breeding Bull,287.0,48,0.0,3.1,High,Ringworm,6.77,13.5,62.0,0.91,4.2,19.8,12.6,28.0,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Kosali,Dairy Dry,211.3,79,0.0,3.2,Medium,Normal,4.65,12.5,60.0,0.58,2.79,12.7,8.5,16.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Kosali,Calf,50.2,3,0.0,3.3,Low,Normal,1.43,20.0,72.0,0.29,1.03,3.0,2.0,4.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Kosali,Draft/Working Bullock,276.3,46,0.0,3.9,High,Normal,7.16,11.5,72.4,0.82,5.18,16.6,11.1,27.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Kosali,Calf,27.8,1,0.0,2.1,Medium,Normal,1.0,21.0,75.0,0.21,0.75,1.7,1.1,2.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Kosali,Draft/Working Bullock,250.1,115,0.0,3.1,High,Normal,6.48,11.5,72.4,0.75,4.69,15.0,10.0,25.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Kosali,Breeding Bull,272.5,92,0.0,3.5,Medium,Normal,6.27,13.0,62.0,0.82,3.89,16.4,10.9,21.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Kosali,Growing/Heifer,124.3,24,0.0,3.1,Medium,FMD,2.33,16.0,68.0,0.37,1.58,7.8,5.2,9.9,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Kosali,Dairy Lactating,243.7,119,8.3,2.5,Low,Ringworm,8.85,18.0,71.2,1.59,6.3,50.2,30.8,44.4,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Kosali,Calf,39.1,4,0.0,3.0,Medium,Normal,1.17,20.0,72.0,0.23,0.84,2.3,1.6,3.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Kosali,Calf,23.5,6,0.0,2.7,Low,Normal,1.0,20.0,72.0,0.2,0.72,1.4,0.9,1.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Kosali,Draft/Working Bullock,216.7,57,0.0,2.7,High,Normal,5.62,11.5,72.4,0.65,4.07,13.0,8.7,22.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Kosali,Calf,34.0,1,0.0,2.8,Low,Ringworm,1.0,20.5,72.0,0.2,0.72,2.3,1.5,2.7,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Kosali,Draft/Working Bullock,249.6,33,0.0,3.3,Low,Ringworm,5.41,12.0,59.8,0.65,3.24,17.2,11.0,20.0,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Kosali,Growing/Heifer,114.5,18,0.0,3.3,Medium,Normal,2.98,15.0,65.0,0.45,1.94,6.9,4.6,9.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Kosali,Draft/Working Bullock,200.3,89,0.0,3.8,Low,Normal,4.57,11.5,59.8,0.53,2.73,12.0,8.0,16.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Kosali,Dairy Lactating,292.0,79,5.4,3.9,Low,Lumpy Skin Disease,7.89,19.8,72.8,1.56,5.74,40.1,24.7,39.6,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Krishna_Valley,Draft/Working Bullock,498.4,118,0.0,2.8,Medium,Ringworm,11.36,12.0,63.0,1.36,7.16,34.4,21.9,39.9,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Krishna_Valley,Dairy Lactating,523.9,64,13.8,2.2,Medium,Normal,21.45,18.8,75.1,4.03,16.11,79.7,51.3,83.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Krishna_Valley,Growing/Heifer,403.3,23,0.0,2.1,Medium,Normal,11.32,16.0,68.0,1.81,7.7,24.2,16.1,32.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Krishna_Valley,Dairy Lactating,413.0,71,10.0,2.7,Low,Lumpy Skin Disease,11.7,20.1,73.5,2.35,8.6,65.8,40.4,63.0,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Krishna_Valley,Draft/Working Bullock,436.4,103,0.0,3.1,High,Ringworm,10.75,12.0,72.4,1.29,7.78,30.1,19.2,39.9,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Krishna_Valley,Growing/Heifer,285.7,24,0.0,2.0,Medium,Normal,8.02,16.0,68.0,1.28,5.45,17.1,11.4,22.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Krishna_Valley,Dairy Lactating,525.9,111,17.1,3.9,Low,FMD,14.3,19.0,75.6,2.72,10.81,96.0,61.6,93.4,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Krishna_Valley,Draft/Working Bullock,446.1,117,0.0,2.8,High,Normal,11.56,11.5,72.4,1.33,8.37,26.8,17.8,40.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Krishna_Valley,Calf,89.5,2,0.0,3.4,Medium,Normal,2.69,20.0,72.0,0.54,1.94,5.4,3.6,7.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Krishna_Valley,Draft/Working Bullock,455.9,138,0.0,4.0,Low,Normal,10.39,11.5,59.8,1.19,6.21,27.4,18.2,36.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Krishna_Valley,Growing/Heifer,184.3,19,0.0,2.7,High,Normal,5.18,15.0,65.0,0.78,3.37,11.1,7.4,19.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Krishna_Valley,Dairy Lactating,538.9,70,12.3,3.7,Medium,Normal,19.86,17.7,71.8,3.52,14.26,75.4,48.6,80.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Krishna_Valley,Growing/Heifer,305.8,9,0.0,3.2,Low,Normal,7.55,15.0,65.0,1.13,4.91,18.3,12.2,24.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Krishna_Valley,Dairy Dry,447.1,89,0.0,2.7,Medium,Lumpy Skin Disease,7.87,15.0,62.0,1.18,4.88,29.5,18.8,35.8,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Krishna_Valley,Dairy Dry,469.5,69,0.0,3.8,Low,Lumpy Skin Disease,7.85,15.0,62.0,1.18,4.87,31.0,19.7,37.6,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Krishna_Valley,Dairy Lactating,504.5,120,8.0,3.7,Medium,Normal,17.54,17.5,71.2,3.07,12.49,58.3,37.8,64.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Krishna_Valley,Growing/Heifer,207.1,18,0.0,2.4,High,Normal,6.28,16.0,68.0,1.0,4.27,12.4,8.3,21.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Krishna_Valley,Dairy Dry,483.4,87,0.0,3.3,Low,Normal,10.1,12.5,60.0,1.26,6.06,29.0,19.3,38.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Krishna_Valley,Growing/Heifer,186.1,10,0.0,3.5,Low,Lumpy Skin Disease,3.68,17.5,67.0,0.64,2.47,12.3,7.8,14.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Krishna_Valley,Dairy Lactating,494.5,117,13.8,3.2,Low,Lumpy Skin Disease,14.42,20.3,74.1,2.93,10.69,85.8,52.6,81.0,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Krishna_Valley,Calf,62.1,1,0.0,3.2,Low,Lumpy Skin Disease,1.42,22.5,74.0,0.32,1.05,4.1,2.6,5.0,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Krishna_Valley,Dairy Lactating,406.4,45,9.8,2.3,Medium,Lumpy Skin Disease,13.07,21.1,76.5,2.76,10.0,64.6,39.7,61.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Krishna_Valley,Dairy Dry,404.4,93,0.0,3.5,Low,Normal,8.45,12.5,60.0,1.06,5.07,24.3,16.2,32.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Krishna_Valley,Growing/Heifer,246.0,15,0.0,2.1,Medium,Normal,6.91,16.0,68.0,1.11,4.7,14.8,9.8,19.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Ladakhi,Dairy Lactating,191.2,93,5.0,2.1,Low,Normal,7.42,18.3,73.8,1.36,5.48,29.0,18.6,30.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Ladakhi,Growing/Heifer,112.1,23,0.0,2.8,Low,Normal,2.77,15.0,65.0,0.42,1.8,6.7,4.5,9.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Ladakhi,Draft/Working Bullock,198.0,69,0.0,3.7,Medium,FMD,3.42,12.5,66.0,0.43,2.26,12.5,8.3,15.8,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Ladakhi,Dairy Lactating,177.0,79,2.7,3.2,Low,Lumpy Skin Disease,4.65,19.7,72.4,0.92,3.37,22.1,13.7,22.3,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Ladakhi,Dairy Lactating,230.9,37,5.6,2.7,Medium,Normal,8.61,17.3,70.8,1.49,6.1,33.5,21.6,35.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Ladakhi,Growing/Heifer,78.2,10,0.0,2.8,Medium,Lumpy Skin Disease,1.63,17.5,67.0,0.29,1.09,5.2,3.3,6.3,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Ladakhi,Growing/Heifer,115.1,19,0.0,3.3,Low,FMD,2.05,16.0,68.0,0.33,1.39,7.3,4.8,9.2,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Ladakhi,Draft/Working Bullock,185.9,113,0.0,3.4,High,Normal,4.82,11.5,72.4,0.55,3.49,11.2,7.4,19.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Ladakhi,Breeding Bull,187.6,96,0.0,4.3,High,Ringworm,4.12,13.0,60.0,0.54,2.47,12.9,8.3,20.0,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Ladakhi,Breeding Bull,168.5,63,0.0,3.1,Medium,Normal,3.88,13.0,62.0,0.5,2.41,10.1,6.7,13.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Ladakhi,Dairy Dry,183.2,30,0.0,3.4,High,Normal,4.35,12.5,60.0,0.54,2.61,11.0,7.3,19.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Ladakhi,Growing/Heifer,61.6,17,0.0,3.1,Low,Normal,1.52,15.0,65.0,0.23,0.99,3.7,2.5,4.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Ladakhi,Breeding Bull,259.8,70,0.0,4.4,Medium,Normal,5.56,12.5,60.0,0.69,3.34,15.6,10.4,20.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Ladakhi,Dairy Lactating,163.6,71,3.0,3.9,Medium,Ringworm,5.52,17.7,70.5,0.98,3.89,23.4,14.5,22.1,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Ladakhi,Draft/Working Bullock,167.4,64,0.0,4.0,High,Ringworm,4.12,12.0,72.4,0.49,2.98,11.6,7.4,18.4,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Ladakhi,Dairy Lactating,216.6,58,6.8,2.8,Medium,Normal,8.54,17.4,71.0,1.49,6.06,36.8,23.6,37.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Ladakhi,Growing/Heifer,178.6,7,0.0,2.6,High,Ringworm,4.76,15.5,65.0,0.74,3.09,12.3,7.9,19.3,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Ladakhi,Calf,36.7,2,0.0,3.5,Low,FMD,1.0,21.0,75.0,0.21,0.75,2.3,1.5,2.9,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Ladakhi,Dairy Dry,183.1,48,0.0,2.6,Medium,Normal,4.03,12.5,60.0,0.5,2.42,11.0,7.3,14.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Ladakhi,Draft/Working Bullock,246.3,137,0.0,3.7,High,Lumpy Skin Disease,5.11,14.0,74.8,0.72,3.82,16.3,10.3,24.7,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Ladakhi,Dairy Lactating,151.1,87,2.9,3.4,Medium,Lumpy Skin Disease,4.32,19.7,72.4,0.85,3.13,21.1,13.0,20.8,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Ladakhi,Draft/Working Bullock,154.8,24,0.0,3.2,High,Normal,4.01,11.5,72.4,0.46,2.9,9.3,6.2,17.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Ladakhi,Dairy Dry,238.2,93,0.0,3.0,Medium,Lumpy Skin Disease,4.19,15.0,62.0,0.63,2.6,15.7,10.0,19.1,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Ladakhi,Breeding Bull,233.5,107,0.0,3.7,Medium,Normal,5.37,13.0,62.0,0.7,3.33,14.0,9.3,18.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Lakhimi,Calf,28.4,3,0.0,2.5,Medium,Normal,1.0,20.0,72.0,0.2,0.72,1.7,1.1,2.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Lakhimi,Calf,58.9,5,0.0,2.5,High,Ringworm,1.81,20.5,72.0,0.37,1.3,4.1,2.6,9.7,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Lakhimi,Draft/Working Bullock,243.1,27,0.0,3.5,High,Normal,6.3,11.5,72.4,0.72,4.56,14.6,9.7,24.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Lakhimi,Calf,39.3,1,0.0,2.6,Low,Ringworm,1.06,20.5,72.0,0.22,0.76,2.7,1.7,3.1,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Lakhimi,Breeding Bull,277.9,57,0.0,3.1,Medium,Normal,6.39,13.0,62.0,0.83,3.96,16.7,11.1,22.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Lakhimi,Dairy Dry,205.5,49,0.0,2.5,Low,Lumpy Skin Disease,3.44,15.0,62.0,0.52,2.13,13.6,8.6,16.4,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
